Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1974-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1974-12-28;4,2;6,9;,2;28,5;23,2;20,1;83;66;3,3;
1974-12-29;2,7;0;9,5;25,1;21,6;19,3;86,3;75;1,3;
1974-12-30;2,1;2,4;1,5;24,3;21,4;19;79;70;5,3;
1974-12-31;4,1;,1;0;22;20,2;19;90,5;78;3,3;
1975-01-01;1,4;0;13,5;20,4;18;16,8;92,8;88;2,3;
1975-01-02;,9;,7;2,2;20,8;16,9;15;92;87;3,1;
1975-01-03;1,8;8,5;7;26,8;18,8;14;83,3;78;1,7;
1975-01-04;4,2;6,1;0;24,9;19,4;15,6;91,3;86;1;
1975-01-05;2;5,7;1,5;24,7;19,6;16,5;77,5;67;4;
1975-01-06;3,2;5,9;0;25,2;19,7;16,1;92,5;87;2,7;
1975-01-07;2;6,4;12;25;20,7;16,4;77;58;2;
1975-01-08;3,3;9,4;6,2;28,3;22;17,5;85,8;60;3;
1975-01-09;4,1;2,9;4,8;28;21,2;12;75,5;66;2;
1975-01-10;3,4;8,5;1,1;28,3;23,4;19;79;63;4,3;
1975-01-11;4,1;5,6;0;26,3;22,7;18;82,8;72;3,7;
1975-01-12;3,4;2,4;7,2;25,4;21,6;19,5;86,8;80;3,3;
1975-01-13;1,3;8,9;7;28,1;22,6;19,5;82,5;68;2,7;
1975-01-14;2,5;3,8;36,9;28,1;22,7;20;82,8;68;3;
1975-01-15;3,8;4,8;20,5;29,1;23,9;19,1;71,8;59;2;
1975-01-16;3,4;7,1;0;29,8;24,3;20;73,5;68;2,7;
1975-01-17;5,3;4,5;0;29,4;24,3;21,8;77,8;70;1,3;
1975-01-18;3,7;,9;2,2;31,3;23,6;20;78,3;53;2,3;
1975-01-19;4,7;0;1,3;21,2;18,4;16,6;90,5;87;3;
1975-01-20;1;0;7,2;28,9;18,4;15,6;89,8;87;3,7;
1975-01-21;,7;,4;7;20,1;17,3;14,5;84,8;79;2;
1975-01-22;1,3;5,6;0;24,8;19,4;16,5;78,8;61;1;
1975-01-23;2;5,3;0;24,9;19,9;16,2;82,5;71;2;
1975-01-24;2,2;3,9;0;27,5;22,2;19;84,8;68;1,3;
1975-01-25;2,1;5,3;,5;30;24,1;20;74,3;59;0;
1975-01-26;2,5;10,6;0;32;25,4;19,9;76;62;1,3;
1975-01-27;4,2;8,1;0;30,2;24,6;20,9;76,8;65;1;
1975-01-28;3,1;1,8;3,6;26,6;23,2;21;80;68;,7;
1975-01-29;2,7;5,6;1,8;24,9;21,4;19,7;87,8;79;1,7;
1975-01-30;1,9;6,3;11,8;27;22,3;19;80,8;68;1,7;
1975-01-31;2,3;4,6;0;26,9;22,2;19,5;90,3;83;0;
1975-02-01;1,8;4,8;8,4;27,8;21,2;17,5;86,5;70;1,1;
1975-02-02;2,9;4,1;17,8;28,7;23,1;19,8;88,5;88;8,4;
1975-02-03;3,6;2;3,2;25,5;22,4;21,1;89,5;88;5,3;
1975-02-04;2,2;4,8;10,6;26,5;22,4;20,1;90;80;2,5;
1975-02-05;1,5;0;62,6;21,4;17,4;15,5;95,8;91;3,6;
1975-02-06;1;,9;2,3;23,9;19;16,5;88,3;76;4;
1975-02-07;1,4;3,5;0;26,3;20,8;17,5;92;85;2,3;
1975-02-08;1,5;2;17,2;27;22,4;19;93,3;88;4,2;
1975-02-09;1,9;2,5;15,1;27,5;21,8;20;83;78;4,7;
1975-02-10;,9;5,2;18,1;28,7;21,7;19,2;84,3;71;1;
1975-02-11;2,7;11;0;29,5;21,7;16,8;80,3;56;0;
1975-02-12;3;10,6;0;30,8;23,9;16,5;76,3;66;1;
1975-02-13;5,1;11,6;0;32;26,1;18,5;68,3;68;2,7;
1975-02-14;6,5;10;0;32,7;25,8;19,8;61;44;0;
1975-02-15;6,4;8,8;0;32;26,3;20,5;61,8;52;0;
1975-02-16;4,1;5,7;0;31,1;25,7;22;74,3;64;1;
1975-02-17;3,3;11;0;32,9;25,7;20,3;65,3;48;2,2;
1975-02-18;5,7;5,2;0;27,5;23,5;21;82,3;69;2,8;
1975-02-19;2,6;4,7;0;30;22,8;18,8;79,8;69;3,5;
1975-02-20;2,4;9,1;34,6;30,3;23,9;20,1;77,3;51;3,1;
1975-02-21;3;6,7;0;30,2;23;18,8;79,5;53;2,7;
1975-02-22;3;2,6;6,4;26;21,7;19,5;81;68;,8;
1975-02-23;3;2,1;10,2;24,5;21,3;19;80,3;76;4,2;
1975-02-24;,5;9,7;,4;28,2;23,1;18,4;78,5;63;4,6;
1975-02-25;3,8;8,7;0;30,7;23,6;21;79,3;56;3,6;
1975-02-26;2,8;2,9;41,1;27,5;22,1;20;84,5;68;2,8;
1975-02-27;1,4;3,8;16,2;27,6;22;19,5;92;88;,4;
1975-02-28;1,3;,3;67,6;24;20,9;19,1;86,3;78;1,3;
1975-03-01;1,2;3;0;26,2;21,5;19;76,5;62;,8;
1975-03-02;2,2;9;0;30,4;23,3;18;73,8;56;1,2;
1975-03-03;4,2;8,2;0;29,9;23,5;18;73;54;2,9;
1975-03-04;2,9;5,6;,1;30,3;23,7;18,5;72,8;44;2,2;
1975-03-05;4;10,9;0;31,2;25;19,4;64,8;43;1,1;
1975-03-06;4,5;10,3;0;31,2;25,5;19,9;67;47;1,5;
1975-03-07;5;8,1;0;31,4;25,1;21;63,5;51;1,8;
1975-03-08;4,8;7,3;0;31,5;23,6;20,1;67;49;3,8;
1975-03-09;3,9;6,1;,6;29;23,2;19,5;76,5;56;0;
1975-03-10;2,7;9,3;0;27,7;22,8;20;75,3;61;3,6;
1975-03-11;3,3;8,6;0;29,7;23;18,5;77;52;2,1;
1975-03-12;3;9,9;0;30,4;24,3;19,9;71;49;3;
1975-03-13;5,2;5,9;0;28,1;23,1;20;85;73;2,1;
1975-03-14;2,3;6,5;11,8;28,4;23;18,6;79;62;2,4;
1975-03-15;2,6;7,4;0;31;24,1;20;79,3;54;2,9;
1975-03-16;3,9;5,5;,4;25,7;21,1;19,2;81,8;73;3,4;
1975-03-17;3,8;9;0;25,8;20,4;16,5;79,3;67;5,9;
1975-03-18;3,7;8,8;0;27,4;21,7;19,4;81,8;63;4,5;
1975-03-19;4,1;9,4;0;29,7;22,9;18;83;66;2,9;
1975-03-20;4;6,7;0;30,7;23,1;19;85;69;2,6;
1975-03-21;3,5;2,7;,5;27,5;22,4;20,6;92,3;90;3,1;
1975-03-22;2;3,5;,6;26,5;22,2;19,9;83;70;3,9;
1975-03-23;2,6;6,8;0;29,6;22,8;19,5;83,5;67;3,8;
1975-03-24;2,6;3,8;0;27,4;22,7;20,1;87,5;78;3,3;
1975-03-25;1,9;,6;14,5;21;18,6;17;88;89;4,1;
1975-03-26;1,6;1,3;,3;20,5;18,1;15,6;84,5;81;3,5;
1975-03-27;3,5;1,3;0;21,7;18;16,3;86,5;86;4;
1975-03-28;2,3;9,2;0;25,3;20,1;16,6;91,8;84;6,1;
1975-03-29;3;9,2;0;28,5;22,1;17;86;74;9,5;
1975-03-30;3,5;3,5;9,6;26,8;22,4;19,5;91,3;86;5,3;
1975-03-31;2,5;0;,1;23;19,8;18,6;91,8;90;2,3;
1975-04-01;1,5;3,2;,1;23,4;19,1;17,3;89,8;87;3,7;
1975-04-02;3;1,2;0;21,9;18,3;16;91,3;90;3,8;
1975-04-03;1,9;1,2;0;21,2;18;16,5;93;87;4,3;
1975-04-04;1,9;3,3;4,3;19,4;16,7;15;90;89;6;
1975-04-05;2,2;6,9;,3;21,2;16,3;14,5;87,5;77;3,5;
1975-04-06;2,8;9,2;1;22,4;16,8;12,5;85,3;75;3,5;
1975-04-07;2,9;8,5;0;24,3;17;12,5;89,8;84;4,1;
1975-04-08;3,4;8;0;25,6;18,4;13;84,5;64;5,9;
1975-04-09;3,1;2;0;21,9;18,7;16,4;90,5;92;2,3;
1975-04-10;1;1,2;10,6;22,6;19,3;16,6;89,3;77;2,3;
1975-04-11;1,5;2,2;4,6;23,3;19,8;17,6;79,3;69;5,6;
1975-04-12;2,5;7,4;0;25,2;19,9;17,4;87,3;80;4,7;
1975-04-13;3,1;7,3;0;25,6;19,4;16,3;81,3;70;10;
1975-04-14;2,3;8;0;28,2;20,5;15,5;77;48;2,5;
1975-04-15;3,3;1,6;,8;23,2;17,5;15;82,8;71;6,8;
1975-04-16;2,1;6,4;2,6;21;15,7;13,4;77,8;64;5,1;
1975-04-17;2;10,2;0;24,5;17,3;11,5;82;65;3,9;
1975-04-18;2,2;7,3;0;28;19,3;13;83;52;3,5;
1975-04-19;2,8;8,9;0;27,1;19,4;14,6;78,5;57;2,1;
1975-04-20;2,7;4,5;0;26,6;19,6;16,1;81,3;61;,6;
1975-04-21;2,1;4,9;0;24,4;17,7;13,1;84,5;70;3,5;
1975-04-22;2,1;10,4;0;25,7;19,1;14,5;81,5;60;3,1;
1975-04-23;3,1;7,8;0;26,9;19,8;15,2;77,5;58;1,3;
1975-04-24;3;6,3;0;25,6;19,8;15;81,8;66;5,4;
1975-04-25;3,5;4,5;0;24,3;18,8;15,2;84,5;68;,7;
1975-04-26;1;7;0;26,8;19,1;15;89;63;3,8;
1975-04-27;2,5;7,4;0;27,8;19,6;15;81;49;2,3;
1975-04-28;2,8;9,4;0;27,3;21,2;15,1;73,5;53;,9;
1975-04-29;4,7;8,5;0;26,8;21,1;15,4;87,5;77;1,6;
1975-04-30;5;3,2;0;27,1;20,3;16,3;88,3;75;2,2;
1975-05-01;3,1;0;1,6;24;20;18,2;90,3;78;3,7;
1975-05-02;1;5,6;0;27,4;22,2;17,4;72,8;57;3,3;
1975-05-03;4,3;2,3;0;24;20,4;18,4;84,8;73;3,6;
1975-05-04;1,8;,4;9,4;18,6;15,7;14,3;83;79;4,6;
1975-05-05;1,9;0;0;18,3;15,8;14,1;89,5;83;2,7;
1975-05-06;,7;0;11,1;17,7;15,9;14,7;91,8;87;1,9;
1975-05-07;1;2,8;,1;22,5;17,9;15,1;87,3;77;2,3;
1975-05-08;1,6;7,9;0;23,1;17,9;15;81;63;2,9;
1975-05-09;2,4;9,4;0;23,4;17,6;14,5;80,8;58;4,3;
1975-05-10;2,7;0;0;24,6;17,7;13,6;77,5;58;1,4;
1975-05-11;2,1;10,1;0;25,5;17,8;12,6;76,8;50;3,6;
1975-05-12;3;9,3;0;25;18,3;12,5;70,8;54;1,1;
1975-05-13;3,5;9,2;0;25,8;19,3;13;74,8;60;1,9;
1975-05-14;3,5;10,2;0;25,7;20,5;15,6;65,8;50;4,1;
1975-05-15;5,5;5,4;0;23,3;18,8;15,9;86,5;64;2,6;
1975-05-16;3,9;6,3;0;23,8;19,1;16;86,3;76;3,5;
1975-05-17;2,3;,2;6;18,9;17,4;16,6;93,8;91;2,2;
1975-05-18;1;8,5;1,6;19,2;15,4;14,2;92;83;3,9;
1975-05-19;3,3;8,6;,5;18,7;14,8;13,5;91,5;85;2,8;
1975-05-20;2,5;6,2;0;19,2;14,9;13,4;91,8;86;3,9;
1975-05-21;2,2;8,8;0;18,8;14,2;12;92,5;89;3,8;
1975-05-22;3,6;8,2;0;19,5;13,9;10,2;90;78;2,8;
1975-05-23;,4;9,4;0;19,7;13,5;9,8;89;78;2,8;
1975-05-24;3;8,5;0;18,3;13,9;10,3;88,5;83;2,3;
1975-05-25;2,8;3,4;0;18,2;14,1;11,5;96;90;2,7;
1975-05-26;1,5;7,6;2,1;19,8;14,9;11,5;85,3;70;1;
1975-05-27;3;9;0;21,3;15,2;11;92,8;88;1,3;
1975-05-28;1,5;5,7;0;21,4;15,4;12,4;94;90;,3;
1975-05-29;1,9;7,8;0;22,4;15,5;12,1;95,5;90;1;
1975-05-30;1,6;6,4;0;23,4;15,6;11;81,5;60;,7;
1975-05-31;2,3;7,3;0;23,8;16,2;10,6;68,8;47;1,3;
1975-06-01;3,6;8,9;0;26,2;18,1;10,7;71,8;50;,7;
1975-06-02;4,4;,6;0;22,8;17,9;14,3;78;62;1,3;
1975-06-03;2,1;0;0;21,4;17,9;15,7;88;79;,7;
1975-06-04;1,3;2,3;0;21,2;19;16,5;85,8;78;2,6;
1975-06-05;2,4;0;2,8;19,4;16,4;14,9;89,5;88;3,6;
1975-06-06;,6;6,1;0;25;19,2;14,5;85,5;78;5,9;
1975-06-07;5;8,8;0;20,4;14,1;12,3;84,8;70;3;
1975-06-08;3,1;9,1;0;17,7;10,8;5,1;81,3;72;2,9;
1975-06-09;2,9;5,7;0;21;14,4;8,6;89;72;1,3;
1975-06-10;2;8,6;0;24,8;16,1;9;78,8;57;4,7;
1975-06-11;4,6;8,2;0;22,5;15,8;11,5;88,5;75;1;
1975-06-12;2,4;8,3;0;24,3;15,9;8,5;80,8;55;1,4;
1975-06-13;3,6;7,1;0;22,3;16,6;12,5;89,3;87;2,3;
1975-06-14;2,6;2,5;0;18,9;15,8;14,5;92;84;2,8;
1975-06-15;2,8;5,5;,9;16,7;13,5;12,4;87,8;74;2,4;
1975-06-16;1,6;8,9;0;19,2;13,5;9;88,3;73;3,2;
1975-06-17;2,5;8,3;0;18,9;13,8;11,1;85;71;4,4;
1975-06-18;2,4;7,1;0;19;13,9;8,9;89;76;4,6;
1975-06-19;2,7;7,8;0;21,8;15,8;12,5;91,5;81;1,8;
1975-06-20;2;6,9;0;23,2;15,3;10,5;89,8;75;2,8;
1975-06-21;2,3;9,2;0;24,7;16,9;11;85;77;2,5;
1975-06-22;4,1;9,3;0;25,9;19,1;13,8;74,5;66;1,7;
1975-06-23;3;8;0;26;19,2;13,1;79,3;70;2,2;
1975-06-24;4;7,3;0;24,3;18,5;16;88;79;2,5;
1975-06-25;3,5;,4;0;18,4;16,1;15,1;90;86;3,6;
1975-06-26;1,5;3,6;0;20,8;16,4;14,4;88,5;79;3,8;
1975-06-27;2;6,7;0;22,6;16,4;12;89,5;81;2,2;
1975-06-28;1,8;6,2;0;25;17,4;14;89,3;67;2,1;
1975-06-29;2,1;1,7;0;19,7;16;14,5;92,3;85;2,5;
1975-06-30;1,6;2,8;0;21,2;16,5;14,5;87,5;63;,8;
1975-07-01;1,6;3,7;0;22,8;16,6;12,5;91,8;85;0;
1975-07-02;1,7;9,4;9,8;21;17;13,5;82,5;65;3,4;
1975-07-03;3,2;3,5;0;21,8;15,1;11,5;91,8;83;2,1;
1975-07-04;1,2;9,4;9,6;18;14,4;12,1;90;81;3,9;
1975-07-05;3;8,9;0;24,1;16,9;12,3;83,8;73;3,4;
1975-07-06;4,3;9,7;15,1;16,2;11,6;8;75,5;66;3,3;
1975-07-07;5,8;9,4;0;16,4;10,8;6,5;88;74;1,3;
1975-07-08;2,2;8,2;0;20,5;12,1;6;90,5;75;2,2;
1975-07-09;2,8;9,4;0;23,7;14,9;9,3;82,3;69;1;
1975-07-10;2,9;9,4;0;23,9;15,6;8,9;80;58;1,1;
1975-07-11;3,5;9,5;0;23,4;17,2;11,8;77,8;70;2,7;
1975-07-12;5,6;9,6;0;24,9;17,6;10,9;73,5;57;2;
1975-07-13;4,3;8,2;0;23,7;15,4;10,8;86,8;70;1,3;
1975-07-14;2,1;7,7;0;26,8;17,7;11;77;58;1,7;
1975-07-15;3,6;9,5;0;26,7;20,7;13,2;68;71;4;
1975-07-16;6,9;7,7;0;26,9;19,5;16,4;84,8;64;3,7;
1975-07-17;3,5;0;25,4;16,6;8,7;5;95,8;90;2,4;
1975-07-18;1,6;9,7;16;11,6;5,7;1,5;85;75;3;
1975-07-19;2,4;4,9;0;14,5;8,9;3,2;92;85;3,1;
1975-07-20;1,6;8,5;0;17,4;12,4;9,8;89,8;82;2,7;
1975-07-21;2,1;,8;0;16,2;13,1;11,1;90,8;85;1,7;
1975-07-22;1,3;5,2;0;16,9;13,1;11,4;91,8;85;3;
1975-07-23;2,3;9,5;0;19,7;13,7;10,6;85,3;73;1,7;
1975-07-24;2,5;9,5;0;23,8;16,3;9,1;71,5;56;1;
1975-07-25;4,8;9;0;25,2;18,3;13,8;74,5;63;1,3;
1975-07-26;5,4;0;0;17,4;13,1;11,5;93;81;2,7;
1975-07-27;1;1,3;0;16,4;13,1;11,3;92,5;85;4,7;
1975-07-28;1,3;8;0;21,6;15,5;12,3;86;65;1,3;
1975-07-29;2,8;5,9;0;23,9;15,6;11,5;84,5;60;1;
1975-07-30;2,2;9,9;0;24,4;16,3;10;77,8;61;0;
1975-07-31;4,2;9,3;0;25,4;16,7;10;76;50;,3;
1975-08-01;3,7;9,9;0;25,7;17,5;10,6;70,3;53;2,7;
1975-08-02;5,1;10,2;0;26,7;20,1;13,5;67;58;3,7;
1975-08-03;6,2;9,4;0;28,2;20,8;13,6;69;63;2,7;
1975-08-04;4,3;9,5;0;29,4;18,7;15;76,5;45;2,3;
1975-08-05;4,9;9,9;0;29,4;22;13,5;60,8;47;2;
1975-08-06;8;6,8;,2;25,2;19;17;82;60;4,4;
1975-08-07;3;5,6;,2;26,4;18,9;16,2;82,3;58;2,6;
1975-08-08;2,4;,9;0;21,2;17,4;15;87,8;79;1,7;
1975-08-09;2;4,6;0;24,5;18,1;15,5;88,8;73;3,2;
1975-08-10;1,6;8,3;0;27,8;20,8;15;74;60;1,2;
1975-08-11;6,8;5,1;0;26,4;21,9;17,7;61,5;50;4,5;
1975-08-12;5,9;9,3;0;28,3;20,5;15;66,5;50;0;
1975-08-13;4,6;9,8;0;29,2;20,8;14,7;68,5;41;2,1;
1975-08-14;5,4;4,9;0;20,6;17,2;15,7;85,8;75;4,8;
1975-08-15;2,1;7;0;24,6;17,5;13;84;61;1,2;
1975-08-16;2,7;8,8;0;27,3;19,1;12,5;69,8;50;0;
1975-08-17;4,8;7,2;0;25,1;17,2;12,6;83,8;69;2,5;
1975-08-18;2,6;3,4;0;20,3;15,9;14;89,5;81;3,5;
1975-08-19;1,7;8,3;0;26,4;18,4;14,8;81,8;59;,9;
1975-08-20;2,6;9;0;28,5;20;13,1;65,5;48;0;
1975-08-21;4,7;9;0;28,4;20,9;14,3;59;37;0;
1975-08-22;5,9;10;0;29,2;21,3;13,3;57;48;1,1;
1975-08-23;8,8;9,9;0;27,8;22,2;17,2;58,5;45;1,5;
1975-08-24;7,8;8,5;0;26,2;19;16,5;80,5;64;2,6;
1975-08-25;2,6;9;0;29,2;22,2;13,7;65;43;2,2;
1975-08-26;7,3;0;0;25;17,3;13,9;85,3;67;3,5;
1975-08-27;2,2;3,7;0;22,1;16,6;13,6;87;73;3,1;
1975-08-28;1,8;9,3;0;30,6;22,6;15,6;65,3;48;1,4;
1975-08-29;5,2;9;0;31,1;23,5;17,1;58,3;40;1,1;
1975-08-30;5,9;6,5;0;26,8;17,8;15,1;91,5;58;1,9;
1975-08-31;2,3;7,5;0;24,1;18,2;15,1;80,3;66;4;
1975-09-01;3,1;7,4;0;28,3;18,9;14;86,8;75;1,6;
1975-09-02;2,9;,2;,3;18;15,9;15;90;84;4,5;
1975-09-03;2,5;7,7;,3;21,8;16,6;13,9;82,8;74;2,9;
1975-09-04;3,1;9,6;0;26,5;18,4;13,9;72,8;35;2,7;
1975-09-05;4,5;10,9;0;29,2;19,7;11,7;58,5;43;0;
1975-09-06;7,9;10,4;0;29,2;22,5;15,6;57,5;43;1,9;
1975-09-07;8,8;8,4;0;30,8;19,8;15,7;79,3;45;2,7;
1975-09-08;5,1;8,8;,2;27,3;19,8;15,9;83,8;72;2,9;
1975-09-09;1,8;9,3;0;32,9;24,3;16,5;60,8;36;,5;
1975-09-10;6,6;7,4;0;33,1;23,7;19,4;72,3;60;1,7;
1975-09-11;4,7;4,7;0;24,2;19,8;17,4;81,8;71;1,8;
1975-09-12;3;6,8;0;25,4;19,6;16,7;86,3;72;3;
1975-09-13;2,8;8,3;0;29,4;20,5;16,7;75,3;53;1,6;
1975-09-14;3,9;8,9;0;31,5;21,2;15,8;71,5;42;1,3;
1975-09-15;6,1;0;0;19;16,2;15;89;86;3,9;
1975-09-16;1,7;,1;0;19,4;15,7;14;90,5;86;3,4;
1975-09-17;1,4;,8;1,5;18,8;16,3;14,6;90,8;83;2,8;
1975-09-18;1,5;1,3;0;21,1;17,2;15,2;84;75;4,6;
1975-09-19;2,7;7,5;0;23,1;18;16,1;83,3;71;4,6;
1975-09-20;3,2;5,9;0;24,2;18;15,8;85,5;70;3,4;
1975-09-21;2,6;1,1;0;23,4;17,5;15,1;89,8;86;2,3;
1975-09-22;2;1,6;,3;24,6;19;15,1;83,8;75;,7;
1975-09-23;2,7;0;0;23,9;18,4;15,4;86,8;72;1,6;
1975-09-24;1,7;1,7;12,1;22,2;19,2;16,8;86,5;77;,5;
1975-09-25;2,2;4,1;0;20,8;16,1;14;87,3;78;3,7;
1975-09-26;3,2;0;,1;14;12,2;11;92;88;4,5;
1975-09-27;1,1;0;8,8;14,4;12,5;7,1;96;94;1,6;
1975-09-28;,2;7,1;6,4;26,6;18,1;12,9;84,5;62;1,4;
1975-09-29;2,3;8,8;0;30,9;22,2;15,1;70,3;41;3,8;
1975-09-30;7,6;,6;12,1;25,1;20,1;17,5;84,5;73;3,6;
1975-10-01;2,8;5,8;0;26,4;19,7;15,7;85,5;70;,5;
1975-10-02;2;,2;0;28,3;20,2;16,8;88,5;71;,5;
1975-10-03;2,9;0;30,5;18,8;16,8;16;93;92;1,1;
1975-10-04;1,2;1,6;6,6;24,2;18,1;14,7;89,5;77;,5;
1975-10-05;2;0;12,5;18,8;16,5;15,5;93,8;91;2;
1975-10-06;,8;6,3;0;24;17,5;15;91;84;2,7;
1975-10-07;1,8;4,4;2,4;26,4;19,1;15,9;90,3;88;2,6;
1975-10-08;1,7;9,5;8;26,4;19,5;15,8;79,3;60;2,2;
1975-10-09;3,5;1,4;0;21,6;18;16,5;90,5;83;2,5;
1975-10-10;1,9;0;2,1;18,4;16,7;15,7;90,8;89;3;
1975-10-11;1,2;1,2;24,9;20,4;16,6;15,3;92,3;85;1,9;
1975-10-12;1,4;,2;4,4;18,2;15,5;14,4;92;86;3,2;
1975-10-13;1,7;7,2;,7;25,5;18,1;14,2;87;80;2,3;
1975-10-14;2,8;6,7;0;26,4;20;16;79,5;72;3,9;
1975-10-15;4,4;8,8;5;25,6;19,1;16,5;75,3;58;2,2;
1975-10-16;5;10,4;0;28,6;20,1;12,8;71;54;1,5;
1975-10-17;0;2,6;0;25,8;20,3;17,8;77;62;2,7;
1975-10-18;4,3;0;8,6;19,7;18,1;16,7;95,3;89;1,8;
1975-10-19;,6;1,2;15,4;21,8;17,7;16,3;89,5;84;1,9;
1975-10-20;1,7;8,3;,6;26;18,9;14,5;84,8;67;2,9;
1975-10-21;3,6;9,6;1;24,2;17,3;14,3;77,8;51;3,4;
1975-10-22;3,7;8,6;0;25,3;16,6;11,5;87,5;77;3;
1975-10-23;3,4;9,7;0;21,2;16,1;13,5;88;80;2,9;
1975-10-24;2,6;8,3;0;23,8;17,2;12,7;82;70;4,6;
1975-10-25;3,7;5,1;0;25,9;19,3;15,6;87,3;80;3,4;
1975-10-26;1,9;8,3;0;29,1;22,3;16;74,8;57;,8;
1975-10-27;6;9,6;0;31,2;24,2;18,7;65,5;58;1,7;
1975-10-28;5,8;9;0;30,4;22,8;18,7;74,3;53;1,8;
1975-10-29;5,2;7,4;0;32,4;22,5;16,9;76;51;1,9;
1975-10-30;4,4;5,5;0;30,3;21,6;18,3;85,5;76;2;
1975-10-31;2,8;1,6;15;24,7;19,1;16;91,3;88;1,5;
1975-11-01;2,1;0;1,2;17,6;15,8;15,2;92,5;86;3;
1975-11-02;1,2;0;8,9;17,9;16,3;14,6;89,5;87;2,7;
1975-11-03;1,5;1,2;0;20;16,9;15,5;91;87;2,8;
1975-11-04;1,8;,9;0;20;17,3;15,5;88;81;2,8;
1975-11-05;2,2;6,3;0;24,4;18,5;15,3;86;77;2,7;
1975-11-06;2,2;1,9;0;23,3;19,5;16;87,3;78;2,1;
1975-11-07;1,8;10,1;7,3;23,3;19,9;16,4;82,8;75;3,1;
1975-11-08;3,7;12,1;0;28,7;23,6;18,4;72,5;68;1,4;
1975-11-09;5,9;8,5;0;30,5;22,2;18,3;79;55;2;
1975-11-10;4,5;1,3;20;23,4;19,2;17,6;79,5;83;2,1;
1975-11-11;2,2;2,9;0;23,7;18,7;14,8;89,5;71;1,6;
1975-11-12;1,7;5;,3;24,7;19,7;17,4;85;75;2,1;
1975-11-13;3;8,8;0;26,2;19,5;15,3;82,5;72;2,3;
1975-11-14;3,1;10,6;0;27,3;19,8;14,7;79;57;1,7;
1975-11-15;4;9,7;0;31,2;22,9;15,7;74,5;52;2,1;
1975-11-16;5,7;10,2;0;30,3;25,1;18,8;70,5;61;2,7;
1975-11-17;5,8;6,7;2;27,8;23,9;20,6;73,8;64;3,1;
1975-11-18;5,4;0;,2;24,4;17;13,4;89,8;77;2,7;
1975-11-19;2,2;,5;5;20;15,8;12,6;90;85;2,7;
1975-11-20;1,5;,3;2,3;21,3;18,6;15,5;95,8;94;2,1;
1975-11-21;1,1;11,2;7,5;26,8;22,3;17,6;82,3;79;2,3;
1975-11-22;3,9;6,7;4,3;29,1;23,2;19,5;79,3;65;1,5;
1975-11-23;2,9;3,6;2,9;27,8;22,4;19,3;84,5;75;1,4;
1975-11-24;2,4;6,6;13,3;27,6;22,9;18,7;80,3;69;2,2;
1975-11-25;3,1;0;18,4;23,4;19,6;18,2;94;88;2,5;
1975-11-26;,8;0;49,1;18,3;17,5;16,7;93,3;91;2,9;
1975-11-27;1,1;,5;0;21,9;19,5;17;91;88;2,4;
1975-11-28;1,8;10,3;0;27,5;22,2;18;85,5;71;2;
1975-11-29;3,9;5,5;14,2;26;22,6;20,7;88,3;79;2,7;
1975-11-30;2,4;0;64;21,4;18,2;17,2;94,3;93;2;
1975-12-01;1,2;1,4;21,1;24;19,8;17,2;93,8;88;3,1;
1975-12-02;1,6;9,7;,2;31,1;24;19,2;79,5;61;1,2;
1975-12-03;3,6;12,1;0;29,1;22,8;19,7;77,8;59;1,6;
1975-12-04;4,7;9,2;0;28,3;21,4;17,5;81;72;2,8;
1975-12-05;3,5;7,1;0;29,6;22,9;18,5;81,3;69;3,1;
1975-12-06;3,9;9,9;,5;30,3;24,4;19;74,3;58;2,6;
1975-12-07;0;11,5;,1;31,4;25,3;19,3;73,3;64;2,1;
1975-12-08;6,2;2,5;,3;31,9;26,5;22;82;75;2,2;
1975-12-09;6,8;4,1;0;30,2;24,1;21;82,8;76;2,4;
1975-12-10;2,3;7,1;10,5;28,4;22,4;19,6;76,3;63;2,6;
1975-12-11;2,3;4,9;0;29;23,3;20,4;83,3;72;2,2;
1975-12-12;2,6;7,7;0;31,1;23,8;20,8;83,8;62;1,8;
1975-12-13;3,3;,4;7;24,9;21,3;19,8;93;88;1,4;
1975-12-14;1,1;3,5;24,5;21,9;18,1;16,9;75;35;3;
1975-12-15;3,3;10,6;,2;21,7;17,3;14,9;75,8;57;3,1;
1975-12-16;3,8;8,7;0;25,1;18,2;12;76,5;61;1,9;
1975-12-17;3,9;4,9;0;24,8;20,6;17;85,8;80;2,1;
1975-12-18;1,9;4,8;,3;26,2;21,9;18,5;84,3;76;1,9;
1975-12-19;2,1;4,1;2,8;28,8;22,7;18,2;84;73;1;
