Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1974-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2009-11-28;3,6;,5;6,7;26,5;22,8;20,1;83,3;63;3,5;
2009-11-29;3,5;1,3;14,2;27;23,1;20,5;86,5;78;2,8;
2009-11-30;3,3;6,4;,6;30,2;25,8;21,3;71,3;58;3,3;
2009-12-01;5;1;0;29,3;23,8;22;85;68;2,1;
2009-12-02;3,4;6,2;0;31,2;25,3;21,3;76,5;68;2,7;
2009-12-03;2,3;5,4;0;29,6;23,8;20,7;77;59;3,8;
2009-12-04;3,3;0;25,8;23,3;19,8;18,1;82,8;84;3,8;
2009-12-05;2;0;4;22,3;18,7;16;80,3;71;5,7;
2009-12-06;2,5;,8;0;26,1;20,8;16,8;81;72;2,7;
2009-12-07;2;0;1,6;24,8;21,6;19,4;87,8;76;2,5;
2009-12-08;1,4;0;99,7;23,7;20,5;18,9;92,5;87;2,4;
2009-12-09;2,3;0;9,8;22,7;20,3;18,2;79,5;75;3,6;
2009-12-10;2,6;4;0;27;22,1;17,7;81,3;69;3,1;
2009-12-11;2,9;4,3;0;30,5;24,5;20;72,3;66;2,4;
2009-12-12;3,5;5,2;2,2;29;22,7;20,5;83,3;73;5,3;
2009-12-13;4,3;0;21,4;22,5;18;16,5;89,8;84;2,6;
2009-12-14;1,3;,4;2,4;23,5;19,4;16,2;80;72;3,3;
2009-12-15;2,4;5,7;0;30,5;22,6;18,5;77,8;68;2,8;
2009-12-16;3;3,2;0;31,1;23;18,5;81;71;2,7;
2009-12-17;3;2,7;55;32,3;21,5;16,9;81,5;53;2,2;
2009-12-18;3,9;,8;54;27,1;21,4;17,2;73,3;51;3,6;
2009-12-19;2,2;4,4;0;28;21,7;17,8;72,5;60;3,3;
2009-12-20;4,5;8,6;0;32;23,3;18,5;67,5;43;3,2;
2009-12-21;4,4;7,9;0;32,5;25,1;19,4;56,5;35;1,5;
2009-12-22;6;7;0;33,3;24,4;18,9;62,8;35;3,3;
2009-12-23;5,7;3,3;0;31,5;24,6;19,7;68;54;2,2;
2009-12-24;3,9;,8;0;31,7;24;20,3;70,3;49;1,3;
2009-12-25;3,9;2,8;0;28,9;24,1;20,5;77,3;64;2,5;
2009-12-26;3,9;2,4;0;29,7;24,6;21,4;81,3;73;3;
2009-12-27;2,9;3,3;4,4;30,9;24,5;21,6;80,5;55;3,3;
2009-12-28;3,3;,9;40,3;28,1;23,5;19,9;81,5;67;2,4;
2009-12-29;2,6;,7;37,7;26;23,2;20,6;85;78;1,2;
2009-12-30;2;3,6;,2;29,7;24,5;22;75;54;2,2;
2009-12-31;3,1;5,7;5,2;28,9;23,9;21,5;76,5;58;4;
2010-01-01;4,3;0;3,4;24,3;21,1;18,9;90,5;84;1,8;
2010-01-02;1;,6;10,2;29,6;22,8;19,1;88,8;70;1,2;
2010-01-03;1,7;2,2;30,4;31,4;24,6;20,5;80,8;71;3,1;
2010-01-04;3,1;6,8;0;33;25,1;20,1;83,3;73;2,8;
2010-01-05;3,5;3,7;14,3;31,9;23,5;19,5;83;61;1,1;
2010-01-06;4;2,6;51,7;30,2;23,5;19,6;74,5;56;2,3;
2010-01-07;3,5;1,9;7,5;28,7;23,9;21,1;80,3;70;2,5;
2010-01-08;2,6;1;,6;28,5;23,6;21,1;91;85;2,1;
2010-01-09;1,2;8,2;29,4;31,4;24,8;20,1;82;51;1,5;
2010-01-10;4,8;5,9;0;32,5;26,7;22,2;66,3;48;3;
2010-01-11;5,6;7,4;,4;31,5;23,3;18,7;78;60;2,4;
2010-01-12;4,9;8,7;29,4;31,7;24,5;18,5;71,8;50;2,1;
2010-01-13;6,7;10,8;2,3;31,5;26,5;22,2;58,5;50;2,9;
2010-01-14;7;0;0;27,3;23,5;21,7;80;58;2,8;
2010-01-15;2,5;,2;6,3;24,4;21;19,7;74;81;3,9;
2010-01-16;3,3;2,2;0;28,2;22,6;18,9;84;62;1,7;
2010-01-17;2,1;1,6;22,8;29,1;24,1;19,9;74,8;59;2,9;
2010-01-18;3,3;6,3;12,4;30,2;24,2;19,9;72;51;4,1;
2010-01-19;3,6;5;24;30,8;23,3;19,7;76,5;53;3,2;
2010-01-20;4,5;7,9;19,9;31,1;25,3;20,1;63,3;51;3,2;
2010-01-21;5,1;1,4;44;28,8;22,5;19,9;82,8;65;2,5;
2010-01-22;2,8;0;9,2;23,9;21,8;19,9;80,8;73;3,2;
2010-01-23;2,2;2,5;1;26,7;22,6;19,7;85;71;1,5;
2010-01-24;1,7;3,9;19,6;27,9;22,2;18,4;89,5;81;1,5;
2010-01-25;1,4;4,1;17,8;27,1;22,1;18,7;90,5;80;1,7;
2010-01-26;1,3;3,6;17;27,3;21,6;18,2;93,3;86;1,7;
2010-01-27;1,5;6,4;53,2;29,4;23,2;18,9;78,8;63;2,4;
2010-01-28;3,2;,3;1,8;27,7;23;20;88,8;81;2,9;
2010-01-29;1,4;0;46;24,7;21,5;19,7;88;89;3;
2010-01-30;1,3;1,1;5,9;26,4;22,8;19,9;84,8;77;2,5;
2010-01-31;1,9;2,8;0;31,3;24;20,5;75,5;58;2,6;
2010-02-01;3,4;9,4;,8;33,1;24,2;19;70,5;43;2,1;
2010-02-02;3,7;9;35;33,8;24,5;19;63,5;37;1,6;
2010-02-03;4;9,2;6;33,2;24,5;18,9;76;45;1,5;
2010-02-04;3,5;8,2;90,4;33,3;24,8;19;71,5;45;2,5;
2010-02-05;4;9,5;13,4;33,6;25,6;20,6;65;42;1,7;
2010-02-06;5,3;9,6;18;33,5;25,6;21,2;63,3;46;2,7;
2010-02-07;5,5;9,2;3,8;32,6;26,6;20,9;58,3;41;3;
2010-02-08;6,6;12;0;31,9;27,2;22,6;52,5;42;3,8;
2010-02-09;8,9;6,8;0;31,3;25,4;22,9;62;46;4,6;
2010-02-10;6;4,1;0;28,7;24,3;21,1;76;61;3,1;
2010-02-11;3,6;4,3;1;30,3;23,6;19,9;77,3;53;1,3;
2010-02-12;1,9;6,5;20,6;32,3;25,2;20,2;70,8;38;2;
2010-02-13;5,1;9,4;0;33,3;26,6;21,9;63,8;33;2,1;
2010-02-14;6;11,8;0;33,6;27,3;21,7;50;36;1,9;
2010-02-15;7,5;10,8;0;33,8;27,5;23,2;58,3;44;2,5;
2010-02-16;8,3;11,2;0;32,5;27,7;23,4;61,3;47;2,7;
2010-02-17;8;3,1;0;31,5;24;19,8;78,5;62;2,1;
2010-02-18;2,8;,1;60,8;26,5;22,7;19,9;84,5;75;2,6;
2010-02-19;2;3,7;0;27,1;23,1;20,7;80,3;73;4;
2010-02-20;3;1,9;0;30,6;24,4;20,5;68,3;48;,5;
2010-02-21;4;11,6;0;32,6;26,3;20,7;65,8;49;2,1;
2010-02-22;6,5;10,7;0;32,7;26,1;22,3;70,8;49;1,4;
2010-02-23;5,5;11,1;2;33,1;26,7;22,4;62,8;40;3,1;
2010-02-24;8,5;4,5;2,2;31,9;25,8;23;74,3;62;3,6;
2010-02-25;4,8;0;32,2;24,5;20,5;18,1;87,5;85;4,4;
2010-02-26;2,1;,1;10,3;23,7;19,9;17,7;78,5;70;4,5;
2010-02-27;3,6;4;0;26,8;21,4;17,9;73,5;71;3,7;
2010-02-28;3,9;0;0;22,8;19,8;18,1;94,8;76;2,1;
2010-03-01;1,2;0;32,3;20,6;18,1;16,2;89;87;5,3;
2010-03-02;1,8;0;7;21,9;19,1;16,2;84;77;4,6;
2010-03-03;1,2;0;,4;23,7;20;16,9;86,3;80;3,7;
2010-03-04;2,3;,3;3,6;25,1;21,7;19,3;85,5;83;3,6;
2010-03-05;2;,4;0;25,5;21,8;19;80,5;76;2,9;
2010-03-06;4,4;1;19,7;22,3;18,7;16,5;90,3;83;1,8;
2010-03-07;,9;9,1;22,8;28,5;20,9;17,1;76,8;53;2,1;
2010-03-08;4,3;9;0;29,3;22;17,2;73,5;43;2;
2010-03-09;5,6;10,4;0;30,7;24,9;18,8;52,5;36;2,6;
2010-03-10;7,3;10,6;0;31,8;26;20,2;53,3;38;2,6;
2010-03-11;7,2;10,8;0;31,6;26,9;21,7;48,8;36;2;
2010-03-12;12;9,1;0;32,9;26,9;23,4;64,5;37;2,9;
2010-03-13;6,8;10,5;0;33,1;27,2;21,7;54,3;39;2,8;
2010-03-14;7,5;6,6;0;31,5;23,9;19,5;72,5;59;3,6;
2010-03-15;3,4;1,7;18,9;27,7;23,2;19,7;74,3;65;3,3;
2010-03-16;3,4;8,6;,5;27,9;22,5;20,4;73,3;54;3,9;
2010-03-17;3,7;3,5;0;26,6;21,3;18,5;74,8;72;4,2;
2010-03-18;3,2;6,1;0;28,1;21,9;17,9;80,5;56;3,1;
2010-03-19;3,3;6,7;0;31,6;23,3;19,7;74,5;50;2,9;
2010-03-20;2,4;9,5;8,7;31,5;23,2;18,5;70,3;42;2,5;
2010-03-21;5,3;7,5;6,8;28,9;23,3;19,7;74,8;57;2,9;
2010-03-22;3,8;8,4;,8;30,7;23,9;20,1;68,3;53;3,5;
2010-03-23;5,1;7,6;,2;31,3;24,9;20,7;71,5;53;3,4;
2010-03-24;3,9;10,3;0;33,3;25,4;20,8;68,8;39;2,2;
2010-03-25;4,5;4,2;0;31,7;24;20,3;82;67;3,1;
2010-03-26;2,1;2,4;22,8;29,8;23,6;21,2;83;72;1,7;
2010-03-27;2,1;5,9;5,4;30,3;24;20,7;78,8;59;1,2;
2010-03-28;3,1;2,4;2,2;30;23,5;20,7;82,5;68;2,1;
2010-03-29;2,9;7,3;2,9;29,8;22,9;19,9;83,8;70;2;
2010-03-30;3,6;6,4;29,4;28,1;22,6;19,7;81;68;2,9;
2010-03-31;2,8;6,4;,1;27,1;22,1;19,7;76,8;66;3,1;
2010-04-01;3,8;3,7;0;26,8;22,6;19;76,5;72;2,7;
2010-04-02;3,1;2,6;0;28,1;22,4;18,9;76,3;55;2,4;
2010-04-03;3,4;0;5,3;24,3;21,2;19,7;92,3;84;2,7;
2010-04-04;,2;4,9;48;27,7;22,4;19,6;85,5;71;1,7;
2010-04-05;1,7;0;10,8;22,7;18,9;17;94,5;89;4;
2010-04-06;1,3;0;6,6;18,7;15;12,7;90;92;3,8;
2010-04-07;1;2,6;22,6;19,6;15,7;12,7;83,3;72;3;
2010-04-08;2,3;6,3;2,7;20,8;16,1;13,7;81,5;56;4,4;
2010-04-09;3,1;1,4;2;19,3;16,4;14,2;82;75;2,8;
2010-04-10;1,6;1,4;3,6;21,1;17,1;13,9;80,3;70;3,3;
2010-04-11;2,2;5,2;0;23,1;18,1;13,9;78,8;66;3,7;
2010-04-12;2,6;7,7;0;24,3;18,4;14,3;74,5;52;3;
2010-04-13;3,5;9,4;0;25,9;19,9;15,6;67;53;4;
2010-04-14;4,2;8;0;27,1;20,4;16,2;73,3;53;3,8;
2010-04-15;2,8;7,8;0;28,1;22,2;17,6;69,8;51;2,3;
2010-04-16;5,3;8,6;0;29,3;23,1;17,9;56,3;37;1,6;
2010-04-17;5,7;10;0;29,5;22,5;18,2;61,8;27;2,1;
2010-04-18;5,2;8,6;0;27,3;21,6;17,1;59,5;36;3,2;
2010-04-19;6;9,2;0;29,4;21,7;16;58,8;40;3;
2010-04-20;5;8,3;0;29,9;23,4;17,5;58,8;44;1,5;
2010-04-21;5,5;9,1;0;30,7;24,6;19,1;56;41;1,9;
2010-04-22;6,1;6,2;0;30,3;24,6;20,5;65;45;1,7;
2010-04-23;6,7;0;0;27,5;22,3;18,7;77;60;2;
2010-04-24;2,8;0;21;23,5;21,1;18;82,8;74;2,6;
2010-04-25;1,9;6,9;0;30;23,9;20;77,5;61;1,8;
2010-04-26;2,4;9,3;0;29,7;24,9;19,7;56;43;2,5;
2010-04-27;8,1;1,5;0;25,4;21,2;18,5;80;54;2,8;
2010-04-28;1,5;1,6;1,9;24,7;19,8;17,9;79,5;63;2,4;
2010-04-29;2,5;,2;0;22,4;18,4;16,5;76,3;72;3,3;
2010-04-30;2,5;4,9;0;23,6;18,8;16;73,5;64;3,1;
2010-05-01;2,5;8;0;26,1;18,6;14,2;71,8;44;1,7;
2010-05-02;3;9,6;0;26,7;19,5;14,4;70,8;43;1,3;
2010-05-03;3,3;8,4;0;28,8;21,3;15,1;63,3;43;2,9;
2010-05-04;4,5;7,9;0;28,3;22,6;16,7;58;44;2,7;
2010-05-05;6,2;7,8;0;28,1;21,9;18,7;72,8;50;2,9;
2010-05-06;3,7;9,2;0;28,8;22,3;17,5;70,8;50;3;
2010-05-07;4,5;8,3;0;31,3;22,6;17,2;64,3;28;2,2;
2010-05-08;4,4;1,1;0;24,4;19,8;17,1;83,5;66;1,7;
2010-05-09;2,6;0;38,7;19,1;16,2;14,9;82,5;73;3,2;
2010-05-10;1,7;5,4;1,7;19,9;15,6;13,1;80,5;66;2,6;
2010-05-11;2,4;6,1;,2;21,8;16,2;13,3;77;56;2;
2010-05-12;2,8;8,8;0;19,5;15,3;12,3;54,5;40;3,9;
2010-05-13;6,7;6;0;20,7;15,5;11,2;69,3;52;2,9;
2010-05-14;3,5;1,4;,6;21,3;16,4;12,7;81,3;61;1,7;
2010-05-15;2;7;0;25,5;18,5;14,7;79,8;57;1,5;
2010-05-16;2,7;5,8;0;26,7;19,7;13,7;57;37;,8;
2010-05-17;5,6;,3;0;21,5;18;15,8;80,3;53;2,2;
2010-05-18;2,1;2,1;0;22,8;19,4;15,7;76,5;66;4,1;
2010-05-19;2,5;0;9;21,1;17,4;15,4;88;77;2,2;
2010-05-20;1,6;6,7;11;18,6;15,1;12,5;72,3;66;2,3;
2010-05-21;3,8;,7;0;19,6;16,3;12,9;79,5;70;1,6;
2010-05-22;1,9;6,1;0;23,3;17,8;14,1;79,3;55;1;
2010-05-23;2,3;,7;0;22,2;17,6;15,2;87,5;81;2,4;
2010-05-24;1,5;3,1;0;24,3;19;15,1;81,3;62;2,6;
2010-05-25;2;4,7;0;26,5;20,4;15,7;77,3;57;1,8;
2010-05-26;3,5;3,3;0;23,3;19,2;17,7;79,5;64;3;
2010-05-27;3,3;4,9;2,6;20,9;16,9;15,2;80,3;78;3;
2010-05-28;2,3;2,7;1,4;21,2;16,7;14,7;82,8;67;2,3;
2010-05-29;1,7;5,9;0;24;18,6;14,7;76,5;61;3,2;
2010-05-30;3,9;7,4;0;26,5;20,6;15;58,3;40;2,9;
2010-05-31;6,5;6,9;0;22,9;16,2;13,3;75,3;54;3,8;
2010-06-01;3,6;1;,4;16,8;14,1;12,7;78,8;70;3,6;
2010-06-02;1,9;4,9;0;20,6;15,8;12,4;74,3;58;3,4;
2010-06-03;2,3;4;0;21,3;16,7;13,9;78;59;2,8;
2010-06-04;2,4;2,5;0;23,3;18,2;14,3;72,5;60;2,8;
2010-06-05;2,6;5,5;10,8;22,3;17,2;15,1;77,5;56;3,6;
2010-06-06;3,2;9,1;0;20,8;14,5;10,6;64,8;40;1,4;
2010-06-07;3;8,9;0;22,1;14,2;8,7;67,5;40;1,4;
2010-06-08;3;8,6;0;20,3;13,9;9,3;81;60;2,4;
2010-06-09;2,4;7,9;0;20,7;15,4;11,6;75,3;58;3,1;
2010-06-10;2,1;,7;0;20,3;15,8;13,7;83,5;69;2,3;
2010-06-11;2,4;1,9;0;18,7;14,5;12,7;80;65;3,1;
2010-06-12;2,4;1,4;,2;16,8;12,9;11,3;79,3;60;4;
2010-06-13;2,1;9,1;0;18,9;12,8;8,9;76;50;2,6;
2010-06-14;2,6;7,3;0;21,5;15;10,5;72,8;51;2;
2010-06-15;2,2;8,2;0;24,4;16,5;10,1;63,5;45;1,3;
2010-06-16;3,7;8,9;0;24,9;17,6;10,5;53,5;38;1,2;
2010-06-17;6,7;9;0;27,5;20,1;14,5;53,8;36;1,3;
2010-06-18;6,6;8;0;27,5;19,6;14,2;60,3;37;2,2;
2010-06-19;4,9;8,7;0;27,7;21;14,2;46,3;30;3,4;
2010-06-20;10,8;8,5;0;28,3;22,6;16,7;43;30;2,9;
2010-06-21;8,5;6,9;0;23,9;18,4;16;79,3;51;2;
2010-06-22;2,5;0;0;17,4;15,5;13,9;86,3;85;2,2;
2010-06-23;1;3,9;1,7;20,3;15,7;13,4;80,8;66;3,9;
2010-06-24;1,5;6,8;0;25,6;18,9;13,4;75,8;56;2,4;
2010-06-25;2,2;7,7;0;27,7;19,7;13,8;66,8;44;1,6;
2010-06-26;3,3;8,9;0;24,5;17,8;14,2;72,8;63;2,3;
2010-06-27;3,2;8,8;0;24,7;17,6;12,5;61;40;2,5;
2010-06-28;3,8;9;0;25,3;18,1;12,6;59;40;1,1;
2010-06-29;4,7;7,8;0;22,5;17,3;14,5;74,5;53;3;
2010-06-30;2,9;7;0;25,2;17,5;11,6;67,8;38;2,4;
2010-07-01;2,6;8,7;0;23,7;16,8;10,9;71,3;44;2;
2010-07-02;3,1;7,7;0;24,8;16,2;10,9;76,8;48;1,9;
2010-07-03;2,8;7,2;0;24,7;16,1;11,5;78,5;45;1,3;
2010-07-04;1,3;7,1;0;24;16,7;11,7;74,8;44;2,8;
2010-07-05;1,8;7,8;0;25,7;17,9;12,9;66;41;3,2;
2010-07-06;2,2;7,3;0;27,1;18,5;12,7;69,8;41;2,8;
2010-07-07;1,8;8,9;0;25,3;18,8;13,4;54,8;38;1,6;
2010-07-08;1,6;8,6;0;25,3;19;13,6;55,5;36;2,2;
2010-07-09;5,8;7,2;0;25,3;18,4;13,4;71,5;39;1,5;
2010-07-10;3;2,6;0;22;17,9;15,7;77,3;69;3,5;
2010-07-11;2,7;7,8;0;26,2;20;15,6;72;49;2;
2010-07-12;2,5;7,9;0;28,2;21,8;15,7;54,5;41;2,9;
2010-07-13;2,9;0;,2;22,9;17,5;14,5;87;57;3;
2010-07-14;,6;0;41,8;15,9;13,1;11,7;94,5;94;2,8;
2010-07-15;,5;0;30,9;16,1;14,3;11,6;94;93;3,2;
2010-07-16;,2;0;18,4;16,3;14,1;12,8;95,3;94;3,6;
2010-07-17;,4;2,4;2,2;20,2;16,1;12,9;88,5;84;3,5;
2010-07-18;,6;2,4;0;22,4;17,9;14,5;82,8;66;2,8;
2010-07-19;,6;7,2;0;26,6;19,6;15,7;73,5;53;,9;
2010-07-20;1;8,3;0;26,9;19,4;14,6;73,3;48;,9;
2010-07-21;1;9,2;0;27,3;20,9;15,7;62,3;39;,4;
2010-07-22;2,2;9,3;0;28,6;22,4;16,1;51,3;36;1,2;
2010-07-23;1,2;8;0;28,3;19,9;16,9;70,8;43;2,4;
2010-07-24;,8;6,5;0;23,8;18,9;16,7;77,5;58;2,8;
2010-07-25;,5;9,1;0;25,9;19,6;15;59,5;40;2,3;
2010-07-26;5,2;8,2;0;27,1;19,1;15,1;64;36;2,2;
2010-07-27;2,7;1,2;0;18,9;16,4;14,7;81,8;75;3,7;
2010-07-28;1,5;5,6;0;23,3;18,9;14,9;69,8;58;3,1;
2010-07-29;2;7,8;0;26,7;20,8;16,3;51;42;2,2;
2010-07-30;2,3;5,9;0;26,4;21;16,2;58,5;35;3;
2010-07-31;1,7;9,3;0;27,1;21,3;15,2;47,5;36;1,8;
2010-08-01;2,3;8,3;0;24,4;18,5;15,8;77;51;3,2;
2010-08-02;1,5;0;0;18,2;16;14,6;83,8;81;3,2;
2010-08-03;1,2;0;0;15,7;14,1;12,8;84;84;3,1;
2010-08-04;,9;0;,2;14,5;12,7;11,6;88,8;84;2,1;
2010-08-05;,9;0;0;17,8;13,6;10,5;84,3;79;2,9;
2010-08-06;1,9;5,4;0;17,7;13,4;11,2;72,5;53;2,7;
2010-08-07;2;8;0;23,3;15,7;11,1;75,3;47;1,9;
2010-08-08;2,1;9,5;0;26,9;18,8;11,1;57,3;27;2,6;
2010-08-09;5,8;2;0;20,8;15,3;13,5;80,5;65;3;
2010-08-10;1,8;1,7;0;19,5;15,5;13,2;78,5;71;3,7;
2010-08-11;1,8;4,1;0;21,1;16,1;13,4;78;59;4,2;
2010-08-12;2,5;8,7;0;26,5;19,3;13,4;60,3;44;3,9;
2010-08-13;4;7,2;0;26,9;21,3;15,2;47,5;35;2,8;
2010-08-14;6,5;0;0;23,8;14,1;11,1;82,8;45;3;
2010-08-15;2,3;,4;0;14,1;10,3;8,5;81;78;2,8;
2010-08-16;2,1;6,9;,2;17,8;12;8,5;73,8;47;2,1;
2010-08-17;3,1;9,9;0;20,1;13,2;9,4;79,8;44;2,5;
2010-08-18;2,5;10,1;0;21,5;14,3;9,1;62,5;37;2,7;
2010-08-19;5,2;10,1;0;25,6;17,3;9,7;46,8;29;1,8;
2010-08-20;5,1;9,4;0;27,1;18,9;11,8;46,3;23;1,6;
2010-08-21;5,5;8,9;0;27,3;19,3;12,7;52,8;31;1,6;
2010-08-22;5,3;9,9;0;28,3;20;13,7;49,3;28;1,7;
2010-08-23;6,6;10;0;29,9;21,6;14;40;23;2,2;
2010-08-24;7,7;10,1;0;30,2;22,4;15,2;36,8;19;1,7;
2010-08-25;9,8;10,1;0;31,7;23,5;16,1;35,8;19;1,3;
2010-08-26;8,4;10,2;0;30,9;23,3;16,2;36,5;21;1,3;
2010-08-27;8,8;9,8;0;31,5;21,9;16,5;47,8;20;1,6;
2010-08-28;6,8;8,3;0;30,4;19,5;14,4;65,5;29;1,7;
2010-08-29;4,6;7,8;0;31,6;21,3;13,3;50,3;28;2,4;
2010-08-30;6;6,1;0;24,5;17,8;14,5;74;40;3,7;
2010-08-31;3,4;9;0;29,4;20,9;15,2;66,5;36;2;
2010-09-01;6;10,4;0;29,9;23,2;16,8;42,3;29;2,5;
2010-09-02;7,9;10,2;0;30,8;23,2;16,2;42,5;29;1;
2010-09-03;8;9,9;0;31,9;24;17,2;40,3;25;2,4;
2010-09-04;7,9;10;0;31,6;24,9;17,2;34,8;20;2,4;
2010-09-05;12,6;0;0;26,4;17,3;13,8;82,3;35;4;
2010-09-06;3,7;0;0;18,1;15,4;13,1;82,3;77;4,4;
2010-09-07;2,3;0;5,2;17,9;15,7;14,1;93,8;85;1,6;
2010-09-08;1,2;,7;9,6;18,9;15,9;13,9;80,5;74;4,2;
2010-09-09;2;8,8;,2;22,1;16,7;13,2;71,8;61;4,3;
2010-09-10;3,8;7,4;0;24,2;17,2;14,2;74,8;52;4,2;
2010-09-11;3,2;9,5;0;30,3;20,8;12,9;50,8;28;2,3;
2010-09-12;6,8;10,1;0;30,3;21,9;15;40;27;3,4;
2010-09-13;7,3;10,4;0;31,6;24,1;16,3;29,8;26;2,5;
2010-09-14;11,7;6,1;0;30,6;26,1;21,5;28;21;3,6;
2010-09-15;11;0;0;27,1;19;15,4;80,3;31;3,4;
2010-09-16;2;4,6;0;25,2;17,9;14,9;89,3;83;3,5;
2010-09-17;2,4;7,2;0;32,3;20,6;15,1;79;70;3,2;
2010-09-18;5,2;0;0;20,2;15,4;13,5;86,5;85;3,3;
2010-09-19;2,2;,5;0;20,2;15,6;12,6;88,8;70;4;
2010-09-20;3,2;3,4;0;23,6;17,3;13,4;91,5;86;3,8;
2010-09-21;1,7;6,6;3,6;29,3;19,7;13,8;78,8;48;2;
2010-09-22;2,3;9,6;16,2;31;21,4;16,2;70,5;40;1,4;
2010-09-23;5,5;7,7;0;30,3;23,4;18,2;63,8;52;2,2;
2010-09-24;5,5;0;0;23,7;19,2;17,5;85,3;65;1,3;
2010-09-25;1,8;3,3;6,4;24,6;18;15,3;83;71;3,8;
2010-09-26;2,7;0;9,6;20,9;17,7;15,3;89,8;79;1,9;
2010-09-27;,7;,5;11,8;21,8;18,5;15,9;89;79;2;
2010-09-28;1,3;0;41,9;23,2;19;16,7;84,8;68;1,8;
2010-09-29;1,3;1,9;0;26,4;21,3;16,9;78,3;61;1,8;
2010-09-30;3;,6;,3;25,5;21,2;19,5;82,8;72;1,6;
2010-10-01;2,6;0;0;22,1;20,4;19,2;90,8;83;1,7;
2010-10-02;1,1;0;11;23,5;18,3;15,6;83,5;77;3,4;
2010-10-03;1,8;0;1,4;18,6;15,2;13,9;88,3;77;3,5;
2010-10-04;1,4;0;,8;19,3;16,4;13,5;86,3;80;3,9;
2010-10-05;1,3;3,7;0;24,1;18,4;15,2;83,3;81;2,5;
2010-10-06;2,6;9,9;0;28,8;19,9;14,4;74,5;61;2,8;
2010-10-07;2,8;,5;0;26,3;21,2;16,8;74,3;59;5,7;
2010-10-08;5;10,5;18,8;25,2;19,7;17,5;57,8;34;3,6;
2010-10-09;7,6;2,2;1;20,4;15,5;12;80,5;63;3,7;
2010-10-10;2,2;2,4;0;20;15,3;12,5;76,8;66;3,2;
2010-10-11;3,5;0;0;16;13,6;11,2;77,3;74;3,1;
2010-10-12;1,8;8,8;0;19,3;13,8;10,3;62,5;48;3,9;
2010-10-13;4,1;8,2;0;23,4;15,6;10,2;67;50;4,1;
2010-10-14;4,4;5,2;0;28,4;18,8;13,5;74;49;3,3;
2010-10-15;2,3;,2;0;26,5;20,6;16,5;77,5;59;1,4;
2010-10-16;2,5;4,9;3,2;29,7;23,2;18,5;67,3;42;2,3;
2010-10-17;4,9;4,8;0;27,4;21,1;18;80,3;67;3,5;
2010-10-18;2,8;,7;8,2;20,7;16,9;15;83,8;76;2,7;
2010-10-19;2,7;9;,2;22,4;16,7;13,2;65,3;47;3,3;
2010-10-20;3,8;11,7;,2;24,8;17;11,8;65;45;3,3;
2010-10-21;4;8,3;0;27,9;17,7;12;74;46;3,1;
2010-10-22;3,2;6,2;0;30,8;20;14,5;80;55;3,6;
2010-10-23;3,1;,5;0;26,2;21,3;17,6;72,8;48;3;
2010-10-24;4,2;0;0;22,1;19,1;17,8;81,8;74;2,2;
2010-10-25;3,8;10,4;0;30,8;21,4;17,1;77,5;61;2,9;
2010-10-26;3,9;1,9;9,8;23,7;18,1;15,5;78,3;71;3,2;
2010-10-27;2;8,5;0;23,5;17,4;14;69,5;55;3,2;
2010-10-28;4,4;11,4;0;28,8;19,9;13;63,3;33;3,2;
2010-10-29;5,4;11,5;0;32,8;22,4;16,1;63,8;24;2,4;
2010-10-30;7,1;0;0;22,7;20,4;18,1;77;72;2,6;
2010-10-31;3,5;3,8;15,5;25,5;21,2;17,7;76;62;1;
2010-11-01;2,8;,2;0;23,6;19,7;18;69,3;57;2,3;
2010-11-02;2,9;6,1;0;26,7;19,6;16,1;66,8;34;2,3;
2010-11-03;4,3;10,2;0;27,6;20,2;15,7;68;49;1;
2010-11-04;4,2;8,2;0;31,1;22,8;16,1;61;41;2;
2010-11-05;5,1;6,2;0;31,2;24,5;19,2;57,8;41;2,3;
2010-11-06;9,5;0;15;23,2;18,5;16,5;86,3;67;1,3;
2010-11-07;1,4;8,7;1,2;27,7;19,5;14,2;75,8;57;1,7;
2010-11-08;4,7;10,4;0;32,1;23,6;16,7;59,8;41;1,8;
2010-11-09;5,7;11,2;0;32,7;26,6;20,7;50,5;41;2,9;
2010-11-10;7,6;,5;21,6;26,5;20;16,5;81;54;3,3;
2010-11-11;2,1;0;,2;19,1;16;14,6;79,5;68;2,6;
2010-11-12;2,1;0;0;19,3;16,2;14,3;82,8;81;1,5;
2010-11-13;1,7;0;0;19,5;16,1;14,1;83,3;83;2;
2010-11-14;1,9;,9;0;21,7;18;14,5;77,5;71;,7;
2010-11-15;2,6;5;0;26,9;20;16,4;71,5;59;1;
